SKU,ASIN,UPC,Category,Title,Condition, Price ,Classification,AmazonSalesRank,AmazonLowestPrice,Brand,Manufacturer,ManufacturerPartNum,UserData10,UserData11,UserData2,UserData3,UserData4,UserData5,UserData6,UserData7,UserData8,UserData9,Weight,Ship wt, Est Margin ,% Margin
mon0000174842,B002JCEL34,677808610290,Miscellaneous,Sparkle FSP200-50PLAR-B 200W Flex-ATX12V Power Supply,New, $ 56.76 ,AZ eCommerce One,,56.76,Sparkle Power Inc.,SPARKLE,FSP200-50PLAR-B,108,RETAIL, $ 44.29 ,91638,PS-SP200P,FSP200-50PLAR-B,Sparkle,Desktop,Sparkle FSP200-50PLAR-B  200W Flex-ATX12V Power Supply,2,2,2, $ 0.86 ,2%
mon0000175324,B00BCFMQUE,672042077205,Miscellaneous,Supermicro PWS-920P-SQ 920W 1U Power Supply Module w/ PFC & PM Bus,New, $ 236.97 ,AZ eCommerce One,,229.72,Supermicro,Supermicro,PWS-920P-SQ,,BULK, $ 193.00 ,97593,PS-PWS92PQ,PWS-920P-SQ,Supermicro,Server,Supermicro PWS-920P-SQ 920W 1U Power Supply Module w/ PFC & PM Bus & Backplane,6,4.1,5, $ 3.67 ,2%
mon0000165628,B00BRFKMS2,718037796857,OfficeProducts,Western Digital WD4001FAEX-20PK 20PK 4TB WD4001FAEX SATA 7200 RPM 64MB 3.5IN BLACK 6GBS,New, $ 300.61 ,AZ eCommerce One,373804,300.61,WD Bulk,WESTERN DIGITAL,WD4001FAEX,84.46,BULK, $ 247.20 ,49232,HD-W41FAEX,WD4001FAEX,Western Digital,SATA,Western Digital Black WD4001FAEX 4TB 7200RPM SATA3/SATA 6.0 GB/s 64MB Desktop Hard Drive (3.5 inch),1.8,2.43,3, $ 4.67 ,2%
mon0000173791,B008STP2TE,672042088829,Miscellaneous,Supermicro AOC-E10GSFPSR SFP+ Transceiver - 1 x 10GBase-X,New, $ 289.97 ,AZ eCommerce One,,285.22,Supermicro,Supermicro,AOC-E10GSFPSR,236.25,BULK, $ 240.00 ,55777,AOC-E1GFSR,AOC-E10GSFPSR,Supermicro,Network Transceiver,Supermicro AOC-E10GSFPSR 10Gb Ethernet SFP+ Transceiver,1,0,0, $ 4.47 ,2%
mon0000170905,B008OSC5KS,886111510122,OfficeProducts,"Laserjet Printer, 52PPM, 100Sht Cap, 16""x20""x20-1/5"", WE/GY, Sold as 1 Each",New," $ 1,773.90 ",AZ eCommerce One,,1773.9,HP,HP,CE993A,15977.81,RETAIL," $ 1,439.94 ",88665,HP-M602X,CE993A#BGJ,HP/Hewlett-Packard,Laser Printer,HP LaserJet M602X (CE993A#BGJ) Enterprise 600 Printer,85.1,72,72, $ 26.28 ,2%
mon0000173536,B00DXUKGP8,672042055258,Miscellaneous,Supermicro X8SIE-LN4-B LGA1156/ Intel 3420/ DDR3/ V&4GbE/ ATX Server Motherboard,New, $ 211.50 ,AZ eCommerce One,,195,Supermicro,Supermicro,X8SIE-LN4-B,312,BULK, $ 172.00 ,56320,MB-X8SIE4B,X8SIE-LN4-B,Supermicro,LGA 1156,Supermicro X8SIE-LN4-B LGA1156/ Intel 3420/ DDR3/ V&4GbE/ ATX Server Motherboard,5,5,5, $ 3.03 ,2%
mon0000173868,B00A0L4O8S,672042112739,Miscellaneous,Supermicro 8047r-trf+ Barebone System - 4u Tower - Intel C602 Chipset - Socket R Lga-2011 - 4 X Total Processor - Xeon Support - Black - 1 Tb Maximum Ram - Serial Ata/600 Raid Supported Controller - Matrox G200ew Graphics Card - 8 X Total Bays - 4 X Total Expansion Slots,New," $ 2,369.32 ",AZ eCommerce One,,2300,Supermicro,SuperMicro,SYS-8047R-TRF+,6892.16,RETAIL," $ 1,942.00 ",57469,SY-847R7FP,SYS-8047R-TRF+,Supermicro,4U,Supermicro SuperServer SYS-8047R-TRF+ Quad LGA2011 1400W 4U Rackmount/Tower Server Barebone System (Black),86,65.48,66, $ 33.62 ,2%
mon0000167366,B004Q86DNK,885370258998,Software,WAREosoft OEM Hardware WIN 7 PRO SP1 64 Bit SPAN 1PK,New, $ 178.67 ,AZ eCommerce One,20895,171.73,Microsoft,WAREosoft OEM Hardware,FQC-04667,24.75,OEM, $ 146.78 ,60928,MSFQC04667,FQC-04667,Microsoft,Operating System,"Microsoft Windows 7 Professional SP1 64-bit Spanish Edition(1-Pack, DVD), OEM",0.33,0.26,1, $ 2.54 ,2%
mon0000175178,B003PZMZHS,672042046034,Miscellaneous,Supermicro RSC-R2U-A3E8+ Riser Card,New, $ 128.44 ,AZ eCommerce One,,119.95,Supermicro,Supermicro,RSC-R2U-A3E8+,,BULK, $ 105.00 ,94497,CA-R2UA38+,RSC-R2U-A3E8+,Supermicro,Riser Card,Supermicro RSC-R2U-A3E8+ 2U Left Slot PCI-Express x8 Riser Card,0.5,0.45,1, $ 1.62 ,2%
mon0000174965,B0090YECGK,672042108336,Miscellaneous,Supermicro CSE-826BE26-R920LPB SC826 BE26-R920LPB - Rack-mountable - 2U - SATA/SAS - hot-swap - power supply 920 Watt - black,New," $ 1,158.55 ",AZ eCommerce One,,1158.55,Supermicro,"Supermicro Computer, Inc",CSE-826BE26-R920LPB,11340,RETAIL, $ 940.00 ,93251,CA826BE69B,CSE-826BE26-R920LPB,Supermicro,2U,Supermicro SuperChassis CSE-826BE26-R920LPB 920W 2U Rackmount Server Chassis (Black),52,52.03,53, $ 13.62 ,1%
mon0000174944,B00C7QBIOM,808613402392,Miscellaneous,Chenbro 2U Feature-advanced Industrial Server Chassis,New, $ 132.00 ,AZ eCommerce One,,132,Chenbro,Chenbro,RM24200-L2,1064.7,RETAIL, $ 100.00 ,92571,CA-24200L2,RM24200-L2,Chenbro,2U,Chenbro RM24200-L2 No Power Supply 2U Feature-advanced Industrial Server Chassis w/ Low Profile Window,21,15.12,16, $ 1.40 ,1%
mon0000164851,B00IF0UD7C,735858269216,OfficeProducts,"XEON E5-2687WV2, 8C, 3.40 GHZ 20M BOXED (BX80635E52687V2) -",New," $ 2,427.39 ",AZ eCommerce One,,2415.8,Intel,INTEL,AAC0003-3618802,,RETAIL," $ 2,033.22 ",23737,E52687V2BX,BX80635E52687V2,Intel,Xeon,"Intel Xeon E5-2687W v2 Eight-Core Processor 3.4GHz 8.0GT/s 25MB LGA 2011 CPU, Retail",0.35,,0, $ 28.06 ,1%
mon0000175020,B004MJEWJU,672042069163,Miscellaneous,Supermicro CSE-216E26-R1200UB - Rack-mountable - 2U - SATA/SAS - hot-swap - power supply 1200 Watt - black,New," $ 1,435.38 ",AZ eCommerce One,,1402.39,Supermicro,Supermicro,CSE-216E26-R1200UB,11583,RETAIL," $ 1,182.00 ",93161,CA-21612UB,CSE-216E26-R1200UB,Supermicro,2U,Supermicro SuperChassis CSE-216E26-R1200UB 1200W 2U Rackmount Server Chassis (Black),61,35.05,36, $ 16.27 ,1%
mon0000174710,B00HVMN8Y0,846504001705,Miscellaneous,Synology RackStation RS3614XS+ Superior-Performance Versatile Storage Solution,New," $ 6,420.49 ",AZ eCommerce One,,6416,Generic,Generic,SYN-3614XS,7500,RETAIL," $ 5,381.75 ",74860,SYN-3614XS,RS3614XS+,Synology,NAS & Accessory,Synology RackStation RS3614XS+ Superior-Performance Versatile Storage Solution,48,,0, $ 73.67 ,1%
mon0000174059,B00AGQ7IWG,672042098385,Miscellaneous,Supermicro SuperServer 6027R-WRF Barebone System - 2U Rack-mountable - Intel C602 Chipset - Socket LGA-2011 - 2 x Processor Sup,New," $ 1,360.06 ",AZ eCommerce One,,1360.06,Supermicro,Supermicro,672042098385,11340,RETAIL," $ 1,110.00 ",57371,SY-627RWRF,SYS-6027R-WRF,Supermicro,2U,Supermicro SuperServer SYS-6027R-WRF Dual LGA2011 740W 2U Rackmount Server Barebone System (Black),52,52.03,53, $ 14.90 ,1%
mon0000173668,B00A6GIBBS,672042111459,Miscellaneous,Supermicro X9SPV-LN4F Server Motherboard - Intel QM77 Express Chipset - Retail Pack,New, $ 878.74 ,AZ eCommerce One,,867.84,Supermicro,Supermicro,MBD-X9SPV-LN4F-3QE-O,22.78,RETAIL, $ 734.00 ,56416,MB-X9SPL3Q,X9SPV-LN4F-3QE-O,Supermicro,CPU on Board Combo,Supermicro X9SPV-LN4F-3QE-O Intel Core i7-3612QE/ Intel QM77/ DDR3/ SATA3&USB3.0/ V&4GbE/ Mini-ITX Motherboard & CPU Combo,5,2.2,3, $ 9.28 ,1%
mon0000174749,B00DMLKHQG,886541985965,Miscellaneous,"Acer V226HQL Abmdp 22 inch Widescreen 100,000,000:1 8ms VGA/DVI/DisplayPort LED LCD Monitor, w/",New, $ 176.81 ,AZ eCommerce One,,176.81,ACER,Acer America Corp.,UM.WV6AA.A03,1870,RETAIL, $ 141.11 ,85259,ACE-V226HP,UM.WV6AA.A03,Acer,"21.5""/22"" LCD/LED Monitor","Acer V226HQL Abmdp 22 inch Widescreen 100,000,000:1 8ms VGA/DVI/DisplayPort LED LCD Monitor, w/ Speakers (Black)",12,9.9,10, $ 1.68 ,1%
mon0000175339,B00FJ6SUL6,878294033918,Miscellaneous,Ahrong Eltech REX-KARA PUNIC Ultrasonic Skin Care System,New, $ 217.33 ,AZ eCommerce One,,217.33,iMicro,iMicro,REX-KARA PUNIC,282.19,RETAIL, $ 180.77 ,98621,AR-PUNIC,REX-KARA PUNIC,iMicro,Healthcare,Ahrong Eltech REX-KARA PUNIC Ultrasonic Skin Care System,1.65,,0, $ 1.96 ,1%
mon0000173989,B00C0BJRPQ,672042107407,Miscellaneous,Supermicro SuperServer SYS-5017GR-TF LGA2011 1400W 1U Rackmount Server Barebone System (Black),New," $ 1,244.30 ",AZ eCommerce One,,1196.91,Supermicro,SuperMicro,SYS-5017GR-TF,7344,RETAIL," $ 1,023.00 ",57071,SY-517GRTF,SYS-5017GR-TF,Supermicro,1U,Supermicro SuperServer SYS-5017GR-TF LGA2011 1400W 1U Rackmount Server Barebone System (Black),41.4,41.45,42, $ 9.55 ,1%
mon0000173941,B00DXV0YMM,878294033987,Miscellaneous,Super Talent 2.5 inch 64GB DuraDrive AT3 SATA2 Solid State Drive (MLC),New, $ 271.09 ,AZ eCommerce One,,265.1,Super Talent,SUPER TALENT,FTM64G825I,,RETAIL, $ 226.60 ,10091,FTM64G825I,FTM64G825I,SUPER TALENT,Industrial SSD,Super Talent 2.5 inch 64GB DuraDrive AT3 SATA2 Solid State Drive (MLC),0.6,,0, $ 1.83 ,1%
mon0000173711,B00EUEB3Z8,672042134526,Miscellaneous,Supermicro SuperServer F617H6-FTL+ Barebone System - 4U Rack-mountable - Intel C602 Chipset - Socket R LGA-2011 - 2 x Pr,New," $ 5,026.85 ",AZ eCommerce One,,4860,Supermicro,Supermicro,SYS-F617H6-FTL+,22344,RETAIL," $ 4,250.00 ",57521,SY-F617H6L,SYS-F617H6-FTL+,Supermicro,4U,Supermicro SuperServer SYS-F617H6-FTL+ Four Node Dual LGA2011 1620W 4U Rackmount Server Barebone System (Black),100,,0, $ 20.82 ,0%
mon0000173802,B002UFSRC6,878294001450,Miscellaneous,512MB DDR SDRAM Memory Module,New, $ 39.48 ,AZ eCommerce One,,34,Super Talent,Super Talent,D27MA12G,5,RETAIL, $ 30.90 ,4902,D27MA12G,D27MA12G,SUPER TALENT,DDR1 333 (PC 2700),Super Talent D333 512M 172Pins DIMM Notebook Memory,0.3,0.3,1, $ 0.11 ,0%
mon0000173867,B0093GLXK8,672042117376,Miscellaneous,Supermicro SuperWorkstation 7047GR-TPRF Barebone System - 4U - Intel C602 Chipset - Socket R LGA-2011 - 2 x Processor Su,New," $ 1,916.85 ",AZ eCommerce One,,1830.35,Supermicro,Supermicro,SYS-7047GR-TPRF,18427.5,RETAIL," $ 1,589.00 ",57466,SY-74GRTPT,SYS-7047GR-TPRF,Supermicro,Workstation Barebone,Supermicro GPU SuperWorkstation SYS-7047GR-TPRF Dual LGA2011 Xeon 1620W 4U Rackmount/Tower Workstation Barebone System (Dark Gray),62,61.95,62, $ 4.22 ,0%
mon0000173937,B000MUUQ3E,672042011421,Miscellaneous,Supermicro DUAL QUAD & DUAL CORE INTEL 64-BIT XEON SUPPORT 667/1066/1333MHZ FSB -  X7DVL-I,New, $ 329.83 ,AZ eCommerce One,,323.08,Supermicro,Supermicro,X7DVL-I,796.25,RETAIL, $ 277.07 ,57997,MB-X7DVLI,X7DVL-I-O,Supermicro,LGA 771,Supermicro X7DVL-i Dual Xeon/ Intel 5000V/ PCI-E/ ATX Motherboard,5,0.01,1, $ 0.74 ,0%
mon0000173549,B00512IHJI,672042077717,Miscellaneous,X7SPE-HF-D525 Desktop Motherboard - Intel ICH9R Chipset - Bulk Pack,New, $ 231.90 ,AZ eCommerce One,,218,Supermicro,Supermicro,MBD-X7SPE-HF-D525-B,347.2,BULK, $ 192.00 ,56194,MB-X7SP5B,X7SPE-HF-D525-B,Supermicro,LGA 775,Supermicro X7SPE-HF-D525-B Intel ICH9R/ DDR3/ V&GbE/ FlexATX Server Motherboard,2.5,4.19,5, $ 0.37 ,0%
mon0000173923,B00A1TB7AC,672042120833,Miscellaneous,F627R3-F73 Barebone System - 4U Rack-mountable - Intel C602 Chipset - Socket R LGA-2011 - 2 x Processor Support - Black,New," $ 4,529.99 ",AZ eCommerce One,,4529.99,Supermicro,Supermicro,SYS-F627R3-F73,20542.5,RETAIL," $ 3,787.00 ",57495,SY-F67R3F3,SYS-F627R3-F73,Supermicro,4U,Supermicro SuperServer SYS-F627R3-F73 Four Nodes Dual LGA2011 1280W 4U Rackmount Server Barebone System (Black),150,105.01,106, $ 3.19 ,0%
mon0000174057,B0090YGHIG,672042104796,Miscellaneous,Supermicro SuperServer 6027B-URF Barebone System - 2U Rack-mountable - Intel C602 Chipset - Socket B2 LGA-1356 - 2 x Pro,New," $ 1,250.95 ",AZ eCommerce One,,1190.95,Supermicro,Supermicro,SYS-6027B-URF,11340,RETAIL," $ 1,033.00 ",57366,SY-627BUF,SYS-6027B-URF,Supermicro,2U,Supermicro SuperServer SYS-6027B-URF Dual LGA1356 740W 2U Rackmount Server Barebone System (Black),52,52.03,53, $ (0.84),0%
mon0000173740,B00EUE1PBK,672042103942,Miscellaneous,Supermicro X9DRX+-F-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&2GbE/ Proprietary Server Motherboard,New, $ 529.65 ,AZ eCommerce One,,529.65,Supermicro,Supermicro,X9DRX+-F-B,364,BULK, $ 445.00 ,56465,MB-X9DRXFB,X9DRX+-F-B,Supermicro,LGA 2011,Supermicro X9DRX+-F-B Dual LGA2011/ Intel C602/ DDR3/ SATA3/ V&2GbE/ Proprietary Server Motherboard,5,6.61,7, $ (0.65),0%
mon0000167118,B00H09CF70,885370748543,Software,Microsoft Windows Server 2008 R2 Standard SP1 OEM (New Packaging),New, $ 807.35 ,AZ eCommerce One,,801.39,Microsoft,Microsoft Software,P73-06451,4.13,OEM, $ 684.95 ,61542,MSP7306451,P73-06451,Microsoft,Operating System,"Microsoft Windows Server 2008 R2 Standard SP1 64-bit English (1 Pack, 1-4CPU, 5CALs), OEM",0.25,0.02,1, $ (1.25),0%
mon0000173442,B00CFI402O,878294033659,Miscellaneous,Super Talent 64GB Express RC4 USB 3.0 Flash Drive (MLC),New, $ 171.01 ,AZ eCommerce One,,171.01,Super Talent,SUPER TALENT,ST3U64GR4S USB 3.0 Express RC4,,RETAIL, $ 143.17 ,11744,ST3U64GR4,ST3U64GR4(SZ),SUPER TALENT,3.0 USB Drive,Super Talent 64GB Express RC4 USB 3.0 Flash Drive (MLC),0.1,0.11,1, $ (0.36),0%
mon0000174764,B00DMLQYF4,886541687036,Miscellaneous,"Acer S271HLCbid 27 inch Widescreen 100,000,000:1 6ms VGA/DVI/HDMI LED LCD Monitor (Black)",New, $ 341.27 ,AZ eCommerce One,,341.27,"Acer, Inc",Acer,UM.HS1AA.C01,2497.5,RETAIL, $ 284.28 ,85300,ACE-S271HC,UM.HS1AA.C01,Acer,"23""-30"" LCD/LED Monitor","Acer S271HLCbid 27 inch Widescreen 100,000,000:1 6ms VGA/DVI/HDMI LED LCD Monitor (Black)",15,9,9, $ (1.15),0%
mon0000173714,B005B1AP2Q,672042081875,Miscellaneous,Supermicro 5086B-TRF Barebone System - 5U Rack-mountable - Intel 7500 Chipset - Socket LGA-1567 - 8 x Processor Support,New," $ 9,846.97 ",AZ eCommerce One,,9447.99,Supermicro,Supermicro,SYS-5086B-TRF,22123.5,RETAIL," $ 8,309.00 ",57551,SY-586BTRF,SYS-5086B-TRF,Supermicro,5U/above,Supermicro SuperServer SYS-5086B-TRF LGA1567 2800W 5U Rackmount Server Barebone System (Black),176,176,176, $ (37.88),0%
mon0000165564,B00DMLRSPO,718037779911,Miscellaneous,20pk 1tb Caviar Blue Sata 7200 Rpm 64mb 3.5in 6gb/S,New, $ 84.45 ,AZ eCommerce One,,84.45,Western Digital,Western Digital Corporation,WD10EZEX-20PK,82.29,BULK, $ 61.29 ,48885,HD-W10EZEX,WD10EZEX,Western Digital,SATA,Western Digital Caviar Blue WD10EZEX 1TB 7200RPM SATA 3 / SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),1.1,16,16, $ (0.31),-1%
mon0000174959,B000X71SFG,672042018468,Miscellaneous,SuperChassis SC846TQ-R900B Chassis,New," $ 1,129.99 ",AZ eCommerce One,,1129.99,Supermicro,Supermicro,672042018468,15795,RETAIL, $ 937.00 ,93474,CA-846TQ9B,CSE-846TQ-R900B,Supermicro,4U,Supermicro CSE-846TQ-R900B 900W 4U Rackmount Server Chassis (Black),81,50,50, $ (6.01),-1%
mon0000175080,B0093HNVXE,672042092710,Miscellaneous,Supermicro Drive Bay Adapter - Internal,New, $ 39.35 ,AZ eCommerce One,443095,33.22,Supermicro,Supermicro,MCP-220-73201-0N,,BULK, $ 30.00 ,94264,CA-MCP27O1,MCP-220-73201-0N,Supermicro,Server Hot-Swap HDD Cage,"Supermicro MCP-220-73201-0N Internal 2.5"" HDD Cage Module For SC732",1,2.75,3, $ (0.20),-1%
mon0000175234,B00BUIA2KY,761345752831,Miscellaneous,Antec TrueQuiet 120mm Green LED Case Fan,New, $ 15.63 ,AZ eCommerce One,,11.64,Antec,Antec,0-761345-75283-1,,RETAIL, $ 10.81 ,97527,FAN-TQ120G,TRUE QUIET 120 GREEN,Antec,120mm,Antec TrueQuiet 120mm Green LED Case Fan,0.56,0.35,1, $ (0.07),-1%
mon0000175107,B002C8JYRI,672042047154,Miscellaneous,Supermicro PCI Express Riser Card - 1 x PCI Express x8,New, $ 20.98 ,AZ eCommerce One,,17.99,Supermicro,Supermicro,672042047154,,BULK, $ 16.00 ,94467,CA-R1UE8PR,RSC-R1UU-E8PR,Supermicro,Riser Card,Supermicro RSC-R1UU-E8PR 1U Right Slot PCI-Express x8 + UIO Riser Card,1,0,0, $ (0.17),-1%
mon0000174782,B00GKPPT3M,899150002886,Miscellaneous,ZOWIE GEAR LIMITED EDITION WHITE CELERITAS Mechanical Gaming Keyboard w. RTR Technology,New, $ 119.99 ,AZ eCommerce One,,119.99,Zowie Gear,Zowie Gear,CELERITAS-WHITE,106.76,RETAIL, $ 98.88 ,86496,KB-CELE-W,CELERITAS-WHITE,Zowie Gear,Keyboard,Zowie Gear CELERITAS-WHITE Limited Edition Mechanical Gaming Keyboard w/ MX-Red Switch (White),4.2,3.57,4, $ (1.09),-1%
mon0000175330,B000NWDCBO,672042000456,Miscellaneous,Supermicro PWS-651-1R 1U 650W 12V Redundant Module,New, $ 161.90 ,AZ eCommerce One,,154.9,Supermicro,Supermicro,PWS-651-1R,,BULK, $ 135.00 ,97598,PS-PWS651R,PWS-651-1R,Supermicro,Server,Supermicro PWS-651-1R 650W 1U Power Supply Module,4.5,3.35,4, $ (1.58),-1%
mon0000173737,B00169ZKVI,672042132379,Miscellaneous,Supermicro AOC-STG-B4S Lowest Power and Highest Performance 4-Port 10 Gigabit Ethernet Adapter,New, $ 816.34 ,AZ eCommerce One,,803.85,Supermicro,Supermicro,AOC-STG-B4S,10,BULK, $ 699.00 ,55733,AOC-STGNB4,AOC-STG-B4S,Supermicro,Wired Network Adapter,Supermicro AOC-STG-B4S Lowest Power and Highest Performance 4-Port 10 Gigabit Ethernet Adapter,3,2.2,3, $ (8.76),-1%
mon0000174159,B00BMMXF98,802700889066,Miscellaneous,Biostar COMBOA7L3C AMD Sempron 130/ AMD 760G/ DDR3/ A&V&L/ MicroATX Motherboard & CPU Combo,New, $ 79.64 ,AZ eCommerce One,,71.8,Biostar,BIOSTAR,COMBOA7L3C,206.4,RETAIL, $ 64.38 ,58761,MB-COMA7LC,COMBOA7L3C,Biostar,CPU on Board Combo,Biostar COMBOA7L3C AMD Sempron 130/ AMD 760G/ DDR3/ A&V&L/ MicroATX Motherboard & CPU Combo,3,4,4, $ (0.89),-1%
mon0000174971,B00C8GPIHY,672042106851,Miscellaneous,Super Micro Computer - Supermicro SC846 BE26-R1K28B,New," $ 1,610.80 ",AZ eCommerce One,,1495,Supermicro,Supermicro,CSE-846BE26-R1K28B,19152,RETAIL," $ 1,346.00 ",93410,CA-846ER8B,CSE-846BE26-R1K28B,Supermicro,4U,Supermicro SuperChassis CSE-846BE26-R1K28B 1280W 4U Rackmount Server Chassis (Black),87,74.96,75, $ (20.07),-1%
mon0000175069,B005C2O17E,672042021185,Miscellaneous,Supermicro CSE-SATA-933 Server Serial ATA backplane,New, $ 159.99 ,AZ eCommerce One,334764,151.5,Supermicro,Supermicro,CSESATA933,,BULK, $ 135.00 ,94365,CA-SATA933,CSE-SATA-933,Supermicro,Accessory,Supermicro CSE-SATA-933 SATA Backplane For SC933 Chassis,2,2,2, $ (2.11),-2%
mon0000173676,B00B21LGNG,672042095018,Miscellaneous,Supermicro X9DAL-I-B LGA1356 /Intel C602/ DDR3/ SATA3&USB3.0/ A&2GbE/ Server Motherboard,New, $ 345.99 ,AZ eCommerce One,,345.99,Supermicro,Supermicro,X9DAL-I-B,546,BULK, $ 294.00 ,56432,MB-X9DALIB,X9DAL-I-B,Supermicro,Others,Supermicro X9DAL-I-B LGA1356 /Intel C602/ DDR3/ SATA3&USB3.0/ A&2GbE/ Server Motherboard,5,5,5, $ (4.66),-2%
mon0000174130,B00B2718SI,672042115143,Miscellaneous,Supermicro SuperServer 6017B-MTLF Barebone System - 1U Rack-mountable - Intel C602 Chipset - Socket B2 LGA-1356 - 2 x Pr,New, $ 764.75 ,AZ eCommerce One,,764.75,Supermicro,Supermicro,SYS-6017B-MTLF,6480,RETAIL, $ 637.00 ,57215,SY-617BTLF,SYS-6017B-MTLF,Supermicro,1U,Supermicro SuperServer SYS-6017B-MTLF Dual LGA1356 350W 1U Rackmount Server Barebone System (Black),36,39.9,40, $ (10.96),-2%
mon0000173541,B00I2KIIMW,818313019257,Miscellaneous,GIGABYTE GB-BXI7H-4500 Intel Core i7-4500U 1.8GHz/ A&V&GbE/ Mini PC Barebone System,New, $ 603.89 ,AZ eCommerce One,,597.9,Gigabyte,GIGABYTE,GB-BXI7H-4500,302.4,RETAIL, $ 521.18 ,53004,MB-BXH4500,GB-BXI7H-4500,GIGABYTE,Desktop Barebone,GIGABYTE GB-BXI7H-4500 Intel Core i7-4500U 1.8GHz/ A&V&GbE/ Mini PC Barebone System,3.21,,0, $ (9.87),-2%
mon0000174728,B00DMLYCOY,719192192560,Miscellaneous,"LG Electronics 20EN33TS-B 20 inch Widescreen 5,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",New, $ 127.95 ,AZ eCommerce One,62907,119.46,LG,LG,20EN33TS-B,1650,RETAIL, $ 105.06 ,83137,LG-20EN33B,20EN33TS-B,LG Electronics,"20""/20.1"" LCD/LED Monitor","LG Electronics 20EN33TS-B 20 inch Widescreen 5,000,000:1 5ms VGA/DVI LED LCD Monitor (Black)",7.5,7,7, $ (2.15),-2%
mon0000174780,B004S1I810,731304243564,Miscellaneous,APC 9VAh UPS Replacement Battery Cartridge #109,New, $ 92.02 ,AZ eCommerce One,604723,82.02,APC,AMERICAN POWER CONVERSION,APCRBC109,432,RETAIL, $ 70.56 ,90433,UPS-RBC109,APCRBC109,APC,Battery Systems,APC APCRBC109 Replacement Battery Cartridge #109,13.5,13,13, $ (1.49),-2%
mon0000175181,B000T89676,672042050963,Miscellaneous,"Supermicro RSC-R2UU-UA3E8 1 UIO & 3 PCI Express x8 Slot Riser Card Left Side - 1 x Universal I/O, 3 x PCI Express x8",New, $ 104.95 ,AZ eCommerce One,,99.99,Supermicro,Supermicro,RSC-R2UU-UA3E8,,BULK, $ 88.00 ,94496,CA-R2UUA3+,SM/RSC-R2UU-UA3E8+,Supermicro,Riser Card,Supermicro SM/RSC-R2UU-UA3E8+ 2U Left Slot PCI-Express x8 + UIO Riser Card,0.5,1.05,2, $ (1.89),-2%
mon0000168420,B00IF0P9MG,766623178716,OfficeProducts,FATHOM BLUETOOTH 4.0 OVER EAR HEADPHONES (178716) -,New, $ 85.27 ,AZ eCommerce One,,72,MANHATTAN - STRATEGIC,MANHATTAN - STRATEGIC,AAC0003-3730278,379.86,RETAIL, $ 72.10 ,69772,MH-WFATHOM,178716,Manhattan,Speaker & Headset,Manhattan 178716 Fathom Wireless Heaphones w/ Bluetooth 4.0 (White),0.51,,0, $ (1.62),-2%
mon0000164558,B00DMLWPQG,886541793584,Beauty,Acer Aspire V5-571-6670 15.6 inch Intel Core i3-2365M 1.4GHz/ 4GB DDR3/ 500GB HDD/ DVD??RW/ USB3.0/,New, $ 521.05 ,AZ eCommerce One,1102247,521.05,Acer,Acer,NX.M2DAA.013,602.16,RETAIL, $ 448.05 ,38119,V5571-6670,V5-571-6670;NX.M2DAA.013,Acer,Laptop & Notebook,Acer Aspire V5-571-6670 15.6 inch Intel Core i3-2365M 1.4GHz/ 4GB DDR3/ 500GB HDD/ DVD┬▒RW/ USB3.0/ Windows 8 Notebook (Matte Black),7.8,8,8, $ (11.56),-3%
mon0000175279,B00AA7I6RC,672042104857,Miscellaneous,Supermicro PWS-1K28P-SQ 1000W/1280W High-Efficiency 80 PLUS Platinum 1U Power Supply Module w/ Digital Switching Control PFC & PMBus 1.2,New, $ 279.43 ,AZ eCommerce One,,273.18,Supermicro,Supermicro,PWS-1K28P-SQ,,BULK, $ 235.00 ,97573,PS-PWS28PQ,PWS-1K28P-SQ,Supermicro,Server,"Supermicro PWS-1K28P-SQ 1000W/1280W High-Efficiency 80 PLUS Platinum 1U Power Supply Module w/ Digital Switching Control, PFC & PMBus 1.2",3.5,11.02,12, $ (6.08),-3%
mon0000169617,B000696DII,876818001313,OfficeProducts,Elite Screens - M113NWS1 - M113nws1,New, $ 124.10 ,AZ eCommerce One,374142,94.35,Elite Screens,Elitescreens,M113NWS1,2939.97,RETAIL, $ 92.70 ,82018,EL-M113WS1,M113NWS1,Elite Screens,Projector & Screen,"Elite Screens Manual Series M113NWS1 113"" 1:1 Projection Screen",23.2,24,24, $ (2.42),-3%
mon0000173689,B00D650IJY,672042134984,Miscellaneous,SuperServer 6047R-E1R72L Barebone System - 4U Rack-mountable - Intel C602J Chipset - Socket R LGA-2011 - 2 x Processor,New," $ 7,977.45 ",AZ eCommerce One,,7870,Supermicro,Supermicro,SSG-6047R-E1R72L,20384,RETAIL," $ 6,890.00 ",57515,SY-647E72L,SSG-6047R-E1R72L,Supermicro,4U,Supermicro SuperStorage Server SSG-6047R-E1R72L Dual LGA2011 1280W 4U Rackmount Server Barebone System (Black),130,130.07,131, $ (183.22),-3%
